x1,x2,y
1.844390798322832,0.14026987211568598,1
0.31459868763012266,-0.23714501126641369,1
0.2698638451456401,-0.20290837732372533,1
-0.8583628443463516,0.5614780763214804,0
-0.7695555463796224,0.6328641829388566,0
-0.9831862253987917,0.07661860822643836,0
-0.13942943421474757,1.0124590904613688,0
0.8047807652438999,-0.5110906145808473,1
0.5250422482920146,0.7217220559132211,0
-0.7257635526079941,0.6937306231775979,0
0.0352206909162304,0.13505812903039788,1
-0.858779025011884,0.5779926496964904,0
-0.9512024397727188,0.5608952336468478,0
0.2948985865050045,-0.28766588745508515,1
0.23590663031598183,-0.11062084451312935,1
0.0825946021797345,0.04571789748835264,1
-1.019764822410679,0.3426861835083198,0
0.6888578264752763,-0.47729176212254243,1
0.07824575174392547,0.4209571149842708,1
-0.754393500967556,0.7316321118042918,0
1.8680554330481933,-0.03477669562715654,1
1.8530092636492081,0.06401411582485025,1
0.8922785340082195,0.5618205501838707,0
0.6400211485937164,-0.3865927152176406,1
0.89752637634709,0.15418029776959724,0
0.366599246416963,-0.1621199430395377,1
0.7309313502338795,0.8032115314325461,0
0.9334210438021364,-0.5845574252056815,1
0.18533307109723762,1.029211917961654,0
-0.009184857294362282,0.36084881977414696,1
0.3532457379820149,-0.25105068306606537,1
0.9514653791322194,0.03746881877345444,0
0.4594048802516901,0.8406257834778805,0
0.20316034079292317,0.9554939005385428,0
1.0534826919532756,-0.5074117700562815,1
-0.6586448445488025,0.7350186573550849,0
0.6434817500873036,0.8259325592821438,0
0.11160271912042286,0.012652613280972086,1
1.1499720798569288,-0.4297214062528849,1
-0.9089787409332946,0.34203271149388664,0
1.7140037323545283,-0.199145928819413,1
0.3738388756595246,-0.2607869755692431,1
-0.944023772420011,0.2465515969906205,0
0.05143025810038553,0.18461471478657945,1
0.11649914773313877,0.14683628164486806,1
-0.9595517574365032,0.19901095913113392,0
0.5383826535789984,-0.3778027015173296,1
0.7638005571206592,0.7670856954813816,0
-1.0025592533597134,0.271385647315867,0
0.22264318651880294,-0.07066944393662378,1
