x1,x2,y
0.422300411879963,-0.17006472489645508,1
-0.19930977485467852,0.4506010099952614,1
-0.40934802083639565,-0.3622194645288846,1
0.3890856170445673,0.28696301378240313,1
0.1630356174352567,-0.905300962941163,0
-0.44844146602218715,0.0995215638402799,1
-0.9322858941006671,-0.34616161441134335,0
0.08419062611326755,-0.47578243554244287,1
0.11815102303585477,-0.4798747774982805,1
0.41255525468489,0.30938409783259535,1
0.27843017145246873,0.4161233167656446,1
0.34039421501323375,-0.44978149215149665,1
0.26676809906588794,0.9537616539421402,0
0.4311382454423831,-0.2747622810326365,1
-0.5447263922338507,0.861463755555396,0
0.7425396972510135,-0.6724020353335083,0
-0.09164579413084918,-0.49935669937655597,1
-0.4812069675278792,-0.08337527181664033,1
0.509335894298962,-0.827054248047633,0
0.34177582592348604,0.3634674602716191,1
-0.9537860951449015,0.2859036957372451,0
0.09377033824278985,-0.5302299691738976,1
-0.34835966668393287,-0.40632796201574883,1
0.32041328799323154,-0.34202573091481253,1
0.9138889501325104,-0.23618466812660174,0
0.10175474243150207,0.5545066489180254,1
-0.9496025250532503,0.08663486703610881,0
-0.2864735942821104,-0.4054698980269514,1
-0.01581512976059847,1.0327543758322562,0
0.5053939447128593,0.061532124571105615,1
0.5083566373528612,-0.22259274396725695,1
0.2484865496276026,-0.42798901530184147,1
1.0379122358888013,0.07876692544619675,0
-0.5604329928481263,-0.8744228682906402,0
0.8274997938147299,-0.490868944774803,0
-0.9262879805815996,0.08125753773222227,0
0.4453908098199247,-0.8705021514458848,0
0.9322957509942081,-0.3886355235221253,0
-0.04202360605627799,-0.3987574764194871,1
0.5327135258218515,-0.08268710860670622,1
-0.22363082413634996,0.43477236840745004,1
-0.08873921912465726,0.983556479667995,0
0.1866514769029987,0.43383424158794076,1
1.0624119470981896,-0.20058561556341536,0
0.5340253516338106,0.027890756046360307,1
-0.25376012183684316,-0.4110655668043915,1
-0.480898377306279,0.12298397314745563,1
0.11820366593953342,-0.47323058566234655,1
-1.0149300366157799,0.19708018090839563,0
0.30867293522768247,-0.9627021662022356,0
0.37270052568782513,0.41158345956228937,1
-0.09695818064967648,1.0315817544482102,0
-0.1235411326661359,0.5429397211022421,1
0.5399621437035871,-0.7817598945251272,0
-1.0565921648366183,0.14434955117349293,0
0.4014018712100629,0.9643130193388773,0
-0.499489233720716,-0.04420924074304612,1
0.9506117147215617,-0.2960525336151316,0
-0.47652757818881747,-0.060730865863780806,1
-0.44519894307993646,-0.9408162888556051,0
0.516225770262229,0.038204213481294144,1
0.9765120157070498,-0.23232156770177204,0
-0.935018487074636,-0.31092328881527936,0
0.4845927468418099,0.09376682318492467,1
-0.08721904933341461,1.03191075968052,0
-0.7139302809206519,0.6943829705966013,0
0.22165645135297948,-1.03832981470113,0
0.49665664467621834,-0.9428393308056346,0
-1.0248477225375368,-0.12590296095491588,0
-0.46627170584107597,0.396947692778616,1
0.23764055150218344,0.5215005888678834,1
0.34007680925653744,-0.3458419855747499,1
-0.7509963272750173,0.6377845042919613,0
-0.9414159034640848,-0.34052646601369113,0
0.9511914506115801,-0.40623645354126126,0
-0.7903821711008828,-0.5222199390808876,0
-0.3939456426022691,-0.8841213464046138,0
-0.6571418166468264,0.6921343054834441,0
0.40746651142321993,0.22422842001937981,1
-0.5228134752836914,0.13979587366818336,1
-0.9772342038184819,-0.26139478408650757,0
0.95689121614882,-0.12683192510070668,0
0.3895925135005803,0.2054375983120519,1
-0.2723305063549075,-0.9346023765869618,0
0.06501252674753696,-0.5376405882164573,1
0.35743720282858027,0.36380429324002306,1
-1.0004662636407218,0.1477522801148366,0
-0.28049179325801266,-0.49644255847915597,1
0.8129930135930229,-0.42177823731674313,0
0.770711886444125,-0.6851029062982678,0
0.8174535843382116,0.7262284163379201,0
0.3963780070663992,0.961418597061227,0
-0.9188243401973339,0.3772615084771605,0
0.8637280890631593,0.36416055949323,0
-0.4722587603478742,0.2621062992391279,1
0.5868443946665594,-0.14589177372602488,1
-0.11494733847412263,0.3776165921105101,1
-0.21638640475161197,0.3951356760976132,1
0.5260991534439289,-0.04227817229443068,1
-0.26784730739251766,0.4373312130354901,1
-0.9828415506938195,-0.05053147466333732,0
-0.3033706480579012,-0.43536618440703495,1
-0.3907064876538085,-0.2776281789136937,1
-0.17267578067067813,0.49249893870670663,1
-0.12330979912562834,-0.9640615942374864,0
-0.517935586052529,-0.6948034040059077,0
-0.47343803972853843,0.1564997696927437,1
0.4106733066350001,0.9216109214221306,0
-0.10792440809550706,0.5420440548930744,1
0.38636503042306736,-0.11011545245082419,1
0.2937028609573817,0.9664824583080619,0
-0.8982815425414556,-0.38689673053431073,0
0.9551914130247285,0.26835843538326065,0
0.38059868979597744,-0.23526654091895718,1
0.8020162826897093,-0.5835036778553173,0
-0.42183274706002444,-0.22015188206294267,1
0.8410790499429436,-0.365935869447171,0
